"","gene","colon","heart","jejunum","kidney","liver","lung","cluster","membership"
"24","Aadat",-0.593243710872513,-0.592688629518467,-0.593039343763922,1.8107803142405,0.561007802953916,-0.592816433039512,1,0.787387523208551
"25","Aasdhppt",-0.371377504951377,0.586672074299906,-1.8224017805338,1.00090802891218,0.377901896331046,0.228297285942044,1,0.340586360314475
"26","Aass",-0.613696442781783,-0.609713600934703,-0.613397817724781,1.76623837361803,0.648995221016261,-0.578425733193025,1,0.745137310892599
"27","Abca13",-0.393136370358235,-0.415151769116622,-0.414003488581354,2.04116199523733,-0.415651469396024,-0.4032188977851,1,0.9824109020893
"28","Abca2",-1.26703106254542,0.670805516964554,-1.13877142804917,1.23019261369369,0.311834039782096,0.192970320154252,1,0.412561990407811
"29","Abcg2",-0.237674424778827,-0.752551303278692,-0.134466704541263,1.93200007265197,-0.0159690153604416,-0.791338624692747,1,0.877482502329998
"30","Abhd3",-0.867565392729854,-0.865259315908784,0.367108960287657,1.49566155609844,0.682837623593181,-0.812783431340643,1,0.507511816503019
"31","Abhd5",-0.192658743754156,0.236896650825208,-1.50256539477837,1.43905014305429,-0.527952574562963,0.547229919215991,1,0.547920500651285
"32","Acaca",-0.341682060126819,-0.809386736639666,-0.724441553433052,1.91892404111928,0.078590378164699,-0.122004069084445,1,0.914229708633138
"33","Acad8",0.0773781023397697,-0.0307230721171716,-1.228745572186,1.39392666453259,0.765226078179061,-0.977062200748247,1,0.495732302193529
"34","Acad9",-0.33245398034944,-0.0950135932129053,-0.697858823025357,1.99791385569809,-0.333639895015342,-0.538947564095047,1,0.961389674817709
"35","Acadm",-0.656853462386095,0.88556437102515,-0.662176193126118,1.60171855850089,-0.362844276423135,-0.80540899759069,1,0.589650429104879
"36","Acat1",-0.619808308230279,0.503865157234955,-0.685982788443676,1.73770747947922,-0.00210415108699118,-0.93367738895323,1,0.72228412475325
"37","Acat2",-0.129419071244798,-1.05716041319184,-0.537142777804453,1.76189186436808,0.46679007997123,-0.504959682098215,1,0.752507770223018
"38","Acbd4",-0.707384294230708,-0.856363558489279,1.24555577044537,1.24790123421626,-0.129144362604406,-0.800564789337239,1,0.354450944715854
"39","Acbd6",0.0349085433751782,0.514446411636402,-1.7474701971245,1.21658335312529,0.307174385161692,-0.325642496174069,1,0.433605856136972
"40","Acmsd",-0.484290975208962,-0.47799260450915,-0.485778812641926,2.01577426418652,-0.0882670843766055,-0.479444787449878,1,0.966162836291364
"41","Acnat2",-0.449339993392929,-0.451727799494469,-0.448419669396497,2.03356364798935,-0.233423772315633,-0.450652413389817,1,0.97742732232662
"42","Aco1",-0.681583460730636,-1.04268485844261,0.565046297299717,1.4240833354829,0.597598743225653,-0.862460056835026,1,0.465281612094758
"43","Acot1",-0.82833579468062,-0.11443370728511,-1.02823217163607,1.79602097712431,0.0521147439334686,0.122865952544024,1,0.822875449569191
"44","Acot11",0.340697344271749,-0.542471331973888,0.728042744712029,1.43417164333799,-1.18158100973223,-0.77885939061565,1,0.42654928306267
"45","Acot3",-0.513692635021707,-0.30633509331572,-0.538908497916338,2.01078095798074,-0.106644596717564,-0.545200135009408,1,0.962645419471745
"46","Acot4",-0.680546266310494,-0.890406377597531,0.332428200093347,1.54586778958194,0.619822853589099,-0.927166199356357,1,0.539834969427528
"47","Acot9",-0.361865515447399,-0.392887804675814,0.264274642152694,1.49467716023141,-1.47846605897533,0.474267576714434,1,0.515533867857166
"48","Acox3",-0.424454307326016,-0.483340426850076,-0.356546800551178,2.03886346882443,-0.354180806257767,-0.420341127839395,1,0.978498511239158
"49","Acsf3",-0.690646231322935,-0.147361872836511,-0.0704009333327534,1.83429197564637,0.129966327581143,-1.05584926573532,1,0.781303840842687
"50","Acsm3",-0.13050858376916,-0.526437150112303,-0.516912346822297,2.01580774710339,-0.319209002515819,-0.52274066388381,1,0.969227192650783
"51","Acss2",0.380127400933653,-0.783493907728741,-0.880961459294968,1.60805681459833,0.481292034235508,-0.805020882743782,1,0.641330198651409
"52","Acss3",-0.846462928724138,-0.829821523671036,-0.971382137573138,1.25724664794423,0.923256622594287,0.467163319429794,1,0.412845292718118
"53","Acy3",-0.429468695427374,-0.426996063617464,-0.382570810034968,2.04039461722033,-0.36481714397449,-0.43654190416603,1,0.979849779483465
"54","Adam12",-0.761010493286458,-0.00376792880027233,-0.629068233844536,1.73463707566559,-0.86252494829167,0.521734528557348,1,0.748307116090536
"55","Adcy10",-0.0632931250663304,-0.567612319460147,-0.593744122071592,1.97579804340792,-0.635755163128842,-0.115393313681011,1,0.955596490199242
"56","Adhfe1",-0.696007256193283,-0.151432383046597,-0.710252984901241,1.86502692675791,0.327285136250088,-0.634619438866878,1,0.844453981016359
"57","Adig",-0.439139647619381,-0.333057131832741,-0.491684053875258,2.0303428070662,-0.521889227139546,-0.244572746599272,1,0.982033548160914
"58","Adipoq",-0.479406434736991,-0.406292852999783,-0.425052845486358,2.03339333023854,-0.480970256274686,-0.24167094074072,1,0.981438123637294
"59","Adissp",-0.292656211266765,-0.155756082767251,-0.649086397554326,1.93373957439028,-0.853884761073965,0.0176438782720252,1,0.925057968419974
"60","Adra2b",-0.431412554298645,-0.390969278374471,-0.430779850020147,2.04024236817898,-0.354055988040133,-0.433024697445583,1,0.981416707875398
"61","Adrb3",-0.648325382005126,-0.866555578289954,-0.933268379628827,1.48572054050314,0.10222519213498,0.860203607285788,1,0.580298356874364
"62","Adrm1",-0.737806875642397,0.155804197528764,-0.306555352700993,1.4214018784643,0.776421616435806,-1.30926546408548,1,0.475133048336041
"63","Afap1l2",-0.380245907628627,-0.121611350637291,-0.828574363779525,1.39620816268973,-1.08229947252179,1.01652293187751,1,0.466140607282943
"64","Agpat3",-1.13494561743697,0.199812188374501,-0.110273802946748,1.74581759418675,0.0779576461898355,-0.778368008367372,1,0.715202140815396
"65","Agps",-0.179759428533263,-0.50960340109049,-0.521892870210397,2.00554495823634,-0.618459406114205,-0.175829852287985,1,0.97125783867439
"66","AI314278",-0.402188129216848,-0.412383543186175,-0.413697476085992,2.04120787918913,-0.412577732824792,-0.400360997875322,1,0.982427336440626
"67","Aif1l",-0.435251613900899,-0.385933235418102,-0.430766054678153,2.03970275159017,-0.445781487061722,-0.341970360531299,1,0.983236510852219
"68","Aifm2",-0.615541950176332,0.874640902250627,-1.23619863770146,1.42440832414337,0.0917365056669839,-0.539045144183193,1,0.496804822954732
"69","Ak4",-0.51547060749269,-0.34161326395782,-0.560556040419298,2.00152592471158,-0.0401495484439633,-0.543736464397811,1,0.956954215566517
"70","Akr1c18",-0.374493042158997,-0.422062152905589,-0.421992098488287,2.04091987211335,-0.415597405997192,-0.406775172563284,1,0.98258618477625
"71","Akr1e1",-0.128352790932549,-0.732254119932062,-0.358971284194307,1.75305231619971,0.475886444218398,-1.00936056535919,1,0.723203086419393
"72","Akt1s1",-0.133126244218962,1.0047782447483,-0.764866937516252,1.17166119563732,0.134622551151308,-1.41306880980171,1,0.366468101303659
"73","Aktip",-0.209894218219052,0.0207005230926546,-0.456258755011961,1.66870654326683,-1.35993060569953,0.336676512571055,1,0.673787841360366
"74","Aldh4a1",-0.91405879211906,-0.432415113528214,-0.252629235657907,1.38923344816043,1.09531354835646,-0.885443855211712,1,0.412556709807824
"75","Aldh5a1",-0.784449483800568,0.223746346781346,-0.754745064916074,1.42946080528695,0.869027940655079,-0.983040544006728,1,0.482457470613935
"76","Aldh6a1",-0.714656106651077,-0.270217175835478,-0.747589598317349,1.80742852537341,0.504620175922769,-0.579585820492275,1,0.793119483800071
"77","Aldob",-0.848991201271485,-0.901179271344119,0.554574175977335,1.3161258709153,0.782375808599698,-0.902905382876726,1,0.404439322429767
"78","Alkbh5",-0.137043757781317,-0.570087752901868,0.237008514323383,1.82821079824095,-1.08861072391865,-0.269477077962498,1,0.775028476011007
"79","Alpl",-0.51304941384566,-0.14374713708186,-0.516657684978964,2.02030259551872,-0.356404606034917,-0.490443753577316,1,0.969658151170437
"80","Amacr",-0.625758373951165,-0.47941353624101,-0.566405366655259,1.85939356084047,0.445903022653457,-0.633719306646494,1,0.831366974733873
"81","Amt",-0.451931934270736,-0.72668442104687,-0.785160815845869,1.59226283850671,0.909254704568898,-0.537740371912137,1,0.589274023160403
"82","Angptl7",-0.0693991015915036,0.310181427690678,-0.854706248246811,1.83319058906152,-0.789292924732429,-0.429973742181456,1,0.829206147380644
"83","Ankef1",-0.474657477735673,-0.547254664591685,-0.633768444761344,1.86595220960329,-0.638833030285171,0.428561407770583,1,0.877175275011615
"84","Ankrd29",-0.603199288388411,-0.166042255991182,-0.80930330745574,1.48222130138012,-0.887784175349441,0.984107725804655,1,0.534966642916793
