"","ensembl_transcript_id","external_gene_name","gene_biotype"
"51551","ENSMUSG00000098607","Mir6360","protein_coding"
"51554","ENSMUSG00000098675","Mir6364","protein_coding"
"51559","ENSMUSG00000099221","Mir6371","protein_coding"
"51560","ENSMUSG00000099045","Mir6374","protein_coding"
"51561","ENSMUSG00000119306","Mir6375","protein_coding"
"51563","ENSMUSG00000098401","Mir6377","protein_coding"
"51569","ENSMUSG00000098766","Mir6386","protein_coding"
"51570","ENSMUSG00000098480","Mir6387","protein_coding"
"515721","ENSMUSG00000099036","Mir378c","protein_coding"
"51574","ENSMUSG00000098433","Mir6391","protein_coding"
"51577","ENSMUSG00000098785","Mir6395","protein_coding"
"51579","ENSMUSG00000098980","Mir6397","protein_coding"
"51580","ENSMUSG00000099005","Mir6398","protein_coding"
"51584","ENSMUSG00000098718","Mir496b","protein_coding"
"51585","ENSMUSG00000099174","Mir6406","protein_coding"
"51586","ENSMUSG00000098730","Mir6407","protein_coding"
"51599","ENSMUSG00000098866","Mir6539","protein_coding"
"51600","ENSMUSG00000098858","Mir6541","protein_coding"
"51606","ENSMUSG00000099181","Mir6905","protein_coding"
"51609","ENSMUSG00000098414","Mir6909","protein_coding"
"51615","ENSMUSG00000105908","Mir6920","protein_coding"
"51629","ENSMUSG00000098790","Mir6942","protein_coding"
"51635","ENSMUSG00000099110","Mir6951","protein_coding"
"51665","ENSMUSG00000098651","Mir6999","protein_coding"
"51666","ENSMUSG00000099238","Mir7001","protein_coding"
"51674","ENSMUSG00000099033","Mir7013","protein_coding"
"51676","ENSMUSG00000098422","Mir7016","protein_coding"
"51680","ENSMUSG00000099043","Mir7022","protein_coding"
"51681","ENSMUSG00000099060","Mir7025","protein_coding"
"51682","ENSMUSG00000098731","Mir7027","protein_coding"
"51685","ENSMUSG00000099063","Mir7031","protein_coding"
"51697","ENSMUSG00000099210","Mir7051","protein_coding"
"51698","ENSMUSG00000098661","Mir7052","protein_coding"
"51731","ENSMUSG00000098719","Mir7212","protein_coding"
"51732","ENSMUSG00000099222","Mir7213","protein_coding"
"51738","ENSMUSG00000098989","Mir7223","protein_coding"
"51740","ENSMUSG00000104566","Mir7227","protein_coding"
"51754","ENSMUSG00000098516","Mir7651","protein_coding"
"51760","ENSMUSG00000098885","Mir7659","protein_coding"
"51763","ENSMUSG00000098714","Mir7663","protein_coding"
"51766","ENSMUSG00000098397","Mir7669","protein_coding"
"51770","ENSMUSG00000098879","Mir7675","protein_coding"
"51773","ENSMUSG00000105379","Mir1191b","protein_coding"
"51778","ENSMUSG00000098443","Mir7681","protein_coding"
"51789","ENSMUSG00000098286","Mir8091","protein_coding"
"51792","ENSMUSG00000099071","Mir8095","protein_coding"
"51796","ENSMUSG00000070109","Mir497b","protein_coding"
"51798","ENSMUSG00000098769","Mir8103","protein_coding"
"51801","ENSMUSG00000098922","Mir8106","protein_coding"
"51811","ENSMUSG00000098973","Mir6236","protein_coding"
"51815","ENSMUSG00000099161","Mir6419","protein_coding"
"51824","ENSMUSG00000099320","Mir7664","protein_coding"
"51826","ENSMUSG00000098942","Mir8100","protein_coding"
"51837","ENSMUSG00000099160","Mir6415","protein_coding"
"51840","ENSMUSG00000098672","Mir6911","protein_coding"
"51848","ENSMUSG00000099202","Mir7017","protein_coding"
"51852","ENSMUSG00000104914","Mir7061","protein_coding"
"51867","ENSMUSG00000098896","Mir3473g","protein_coding"
"51872","ENSMUSG00000098347","Mir6339","protein_coding"
"51874","ENSMUSG00000098689","Mir6345","protein_coding"
"51879","ENSMUSG00000099158","Mir6368","protein_coding"
"51886","ENSMUSG00000098882","Mir6392","protein_coding"
"51888","ENSMUSG00000098929","Mir6400","protein_coding"
"51889","ENSMUSG00000098952","Mir6405","protein_coding"
"51892","ENSMUSG00000098726","Mir6417","protein_coding"
"51895","ENSMUSG00000098771","Mir6538","protein_coding"
"51896","ENSMUSG00000099301","Mir3473e","protein_coding"
"51911","ENSMUSG00000106563","Mir6962","protein_coding"
"51932","ENSMUSG00000098558","Mir7049","protein_coding"
"51935","ENSMUSG00000098759","Mir7063","protein_coding"
"51940","ENSMUSG00000098361","Mir7086","protein_coding"
"51944","ENSMUSG00000098544","Mir7211","protein_coding"
"51950","ENSMUSG00000099031","Mir7240","protein_coding"
"51955","ENSMUSG00000099050","Mir7655","protein_coding"
"51956","ENSMUSG00000099163","Mir7660","protein_coding"
"51961","ENSMUSG00000119469","Mir7679","protein_coding"
"51962","ENSMUSG00000106406","Mir7682","protein_coding"
"51964","ENSMUSG00000098280","Mir7687","protein_coding"
"51971","ENSMUSG00000099145","Mir8116","protein_coding"
"51973","ENSMUSG00000098513","Mir6399","protein_coding"
"51976","ENSMUSG00000099140","Mir7237","protein_coding"
"52404","ENSMUSG00000087452","Gm11998","protein_coding"
"52544","ENSMUSG00000100002","Gm29642","protein_coding"
"52597","ENSMUSG00000086010","Gm15318","protein_coding"
"52667","ENSMUSG00000118245","Gm30082","protein_coding"
"52690","ENSMUSG00000114241","Gm30108","protein_coding"
"52691","ENSMUSG00000087088","Gm16638","protein_coding"
"52711","ENSMUSG00000113902","Ndufb1","protein_coding"
"52719","ENSMUSG00000115736","Gm8586","protein_coding"
"52748","ENSMUSG00000113247","Gm30155","protein_coding"
"52766","ENSMUSG00000103965","Gm30173","protein_coding"
"52776","ENSMUSG00000089781","Gm15756","protein_coding"
"52779","ENSMUSG00000085126","Gm12589","protein_coding"
"52858","ENSMUSG00000112249","Gm30262","protein_coding"
"52870","ENSMUSG00000089771","Gm16311","protein_coding"
"52888","ENSMUSG00000104109","Gm30292","protein_coding"
"52898","ENSMUSG00000114073","Spata31e1","protein_coding"
"52962","ENSMUSG00000089647","Gm2245","protein_coding"
"52973","ENSMUSG00000086071","Gm12354","protein_coding"
"52977","ENSMUSG00000087030","Gm16143","protein_coding"
"52996","ENSMUSG00000109776","Gm30400","protein_coding"
"53058","ENSMUSG00000108468","Gm30459","protein_coding"
"53073","ENSMUSG00000120305","Gm30476","protein_coding"
"53092","ENSMUSG00000089797","Gm16118","protein_coding"
"53099","ENSMUSG00000116831","Gm30505","protein_coding"
"53121","ENSMUSG00000107638","Gm30524","protein_coding"
"53126","ENSMUSG00000079045","Prox1os","protein_coding"
"53136","ENSMUSG00000112035","Gm30539","protein_coding"
"53142","ENSMUSG00000100789","Gm29508","protein_coding"
"53146","ENSMUSG00000114206","Gm30551","protein_coding"
"53200","ENSMUSG00000120373","Gm30603","protein_coding"
"53242","ENSMUSG00000106139","Gm30648","protein_coding"
"53253","ENSMUSG00000097133","Gm26628","protein_coding"
"53261","ENSMUSG00000111301","Gm30671","protein_coding"
"53269","ENSMUSG00000084854","Gm12678","protein_coding"
"53305","ENSMUSG00000100528","Gm28881","protein_coding"
"53319","ENSMUSG00000120927","Gm30716","protein_coding"
"53327","ENSMUSG00000116701","Gm30726","protein_coding"
"53346","ENSMUSG00000114507","Gm30747","protein_coding"
"53386","ENSMUSG00000120678","Gm30786","protein_coding"
"53391","ENSMUSG00000087093","Gm15486","protein_coding"
"53395","ENSMUSG00000117545","Gm30794","protein_coding"
"53412","ENSMUSG00000112858","Rnf212b","protein_coding"
"53444","ENSMUSG00000119973","Gm30842","protein_coding"
"53496","ENSMUSG00000080763","Gm12341","protein_coding"
"53507","ENSMUSG00000118117","Gm30909","protein_coding"
"53522","ENSMUSG00000120146","Gm30925","protein_coding"
"53530","ENSMUSG00000110035","Gm30931","protein_coding"
"53532","ENSMUSG00000097768","2310043M15Rik","protein_coding"
"53548","ENSMUSG00000103168","Gm30948","protein_coding"
"53554","ENSMUSG00000081564","Gm13717","protein_coding"
"53560","ENSMUSG00000101941","Gm28979","protein_coding"
"53583","ENSMUSG00000086644","Gm13470","protein_coding"
"53588","ENSMUSG00000087433","Gm14167","protein_coding"
"53594","ENSMUSG00000086035","Gm12610","protein_coding"
"53644","ENSMUSG00000055125","M5C1000I18Rik","protein_coding"
"53705","ENSMUSG00000086353","Gm13481","protein_coding"
"53718","ENSMUSG00000104785","Gm31121","protein_coding"
"53724","ENSMUSG00000120102","Gm31125","protein_coding"
"53762","ENSMUSG00000118522","Gm31160","protein_coding"
"53769","ENSMUSG00000108094","Gm31108","protein_coding"
"53772","ENSMUSG00000086134","Gm16159","protein_coding"
"53776","ENSMUSG00000097463","4930448E22Rik","protein_coding"
"53814","ENSMUSG00000086736","Gm14902","protein_coding"
"53828","ENSMUSG00000120076","Gm31223","protein_coding"
"53840","ENSMUSG00000117226","Gm31235","protein_coding"
"53870","ENSMUSG00000086382","Chrna1os","protein_coding"
"53887","ENSMUSG00000079357","Gm11100","protein_coding"
"53905","ENSMUSG00000085595","Gm16090","protein_coding"
"53919","ENSMUSG00000120391","Gm31308","protein_coding"
"53925","ENSMUSG00000106938","Gm31314","protein_coding"
"53940","ENSMUSG00000083832","Gm13771","protein_coding"
"53943","ENSMUSG00000113986","Gm31333","protein_coding"
"53954","ENSMUSG00000083677","Gm11699","protein_coding"
"53979","ENSMUSG00000115888","Gm31369","protein_coding"
"53993","ENSMUSG00000097441","Gm26633","protein_coding"
"54010","ENSMUSG00000111853","Gm31408","protein_coding"
"54018","ENSMUSG00000097372","Gm26876","protein_coding"
"54047","ENSMUSG00000086468","Etaa1os","protein_coding"
"54073","ENSMUSG00000108932","Gm31463","protein_coding"
"54107","ENSMUSG00000110813","Gm31497","protein_coding"
"54111","ENSMUSG00000095315","Zfp1001","protein_coding"
"54115","ENSMUSG00000120252","Gm31504","protein_coding"
"54117","ENSMUSG00000113387","Gm31508","protein_coding"
"54118","ENSMUSG00000108387","Gm31510","protein_coding"
"54127","ENSMUSG00000114538","Gm31517","protein_coding"
"54156","ENSMUSG00000097752","Gm26688","protein_coding"
"54195","ENSMUSG00000115919","Gm31583","protein_coding"
"54203","ENSMUSG00000052291","Gm31593","protein_coding"
"54213","ENSMUSG00000086693","A730081D07Rik","protein_coding"
"54228","ENSMUSG00000119997","Gm31616","protein_coding"
"54259","ENSMUSG00000085275","Gm14487","protein_coding"
"54262","ENSMUSG00000117358","Gm31645","protein_coding"
"54280","ENSMUSG00000108994","Gm31663","protein_coding"
"54337","ENSMUSG00000089982","Gm7568","protein_coding"
"54343","ENSMUSG00000102923","Gm31728","protein_coding"
"54365","ENSMUSG00000085531","Slc36a3os","protein_coding"
"54380","ENSMUSG00000085596","Gm11476","protein_coding"
"54381","ENSMUSG00000073569","Gm10540","protein_coding"
"54385","ENSMUSG00000112925","Gm31763","protein_coding"
"54392","ENSMUSG00000093580","Gm20706","protein_coding"
"54400","ENSMUSG00000119978","Gm31785","protein_coding"
"54433","ENSMUSG00000085327","Gm16104","protein_coding"
"54447","ENSMUSG00000100711","Gm29461","protein_coding"
"54530","ENSMUSG00000045010","Gm4779","protein_coding"
"54556","ENSMUSG00000090066","1110002E22Rik","protein_coding"
"54594","ENSMUSG00000078648","Gm17546","protein_coding"
"54606","ENSMUSG00000086565","Gm13133","protein_coding"
"54625","ENSMUSG00000086361","Gm6569","protein_coding"
"54626","ENSMUSG00000111602","Gm32014","protein_coding"
"54701","ENSMUSG00000114807","Gm32090","protein_coding"
"54703","ENSMUSG00000079467","Gm14966","protein_coding"
"54720","ENSMUSG00000100583","Gm29443","protein_coding"
"54725","ENSMUSG00000120773","Gm32113","protein_coding"
"54733","ENSMUSG00000110633","Gm32122","protein_coding"
"54734","ENSMUSG00000114288","Gm32123","protein_coding"
"54778","ENSMUSG00000086589","Gm12915","protein_coding"
"547891","ENSMUSG00000099878","Gm28178","protein_coding"
"54794","ENSMUSG00000103114","Gm32200","protein_coding"
"54796","ENSMUSG00000120279","Gm32202","protein_coding"
"54803","ENSMUSG00000086928","Gm14210","protein_coding"
"54824","ENSMUSG00000061848","Gm5805","protein_coding"
"54848","ENSMUSG00000100053","Gm28154","protein_coding"
"54857","ENSMUSG00000114931","Gm32256","protein_coding"
"54862","ENSMUSG00000120414","Gm32261","protein_coding"
"54882","ENSMUSG00000117648","Gm32282","protein_coding"
"54899","ENSMUSG00000101219","Gm20302","protein_coding"
"54935","ENSMUSG00000087333","Gm13652","protein_coding"
"54971","ENSMUSG00000097804","Gm16685","protein_coding"
"54983","ENSMUSG00000085125","Gm16070","protein_coding"
"54986","ENSMUSG00000109603","Gm32389","protein_coding"
"54988","ENSMUSG00000104011","Gm32391","protein_coding"
"55109","ENSMUSG00000097281","Gm26685","protein_coding"
"55113","ENSMUSG00000111429","Gm32511","protein_coding"
"55117","ENSMUSG00000112097","Gm32515","protein_coding"
"55146","ENSMUSG00000117985","Gm32548","protein_coding"
"551511","ENSMUSG00000097339","Gm26671","protein_coding"
"55195","ENSMUSG00000108015","Gm32591","protein_coding"
"55197","ENSMUSG00000090038","Gm16573","protein_coding"
"55198","ENSMUSG00000087479","Gm16835","protein_coding"
"55220","ENSMUSG00000115317","Gm32618","protein_coding"
"55227","ENSMUSG00000116810","Gm32624","protein_coding"
"55233","ENSMUSG00000108393","Gm32633","protein_coding"
"55271","ENSMUSG00000085873","Ttc39aos1","protein_coding"
"55288","ENSMUSG00000112640","Gm32687","protein_coding"
"55289","ENSMUSG00000111531","Gm32688","protein_coding"
"55343","ENSMUSG00000110266","Gm32742","protein_coding"
"55409","ENSMUSG00000120088","Gm32803","protein_coding"
"55426","ENSMUSG00000075520","Malrd1","protein_coding"
"55430","ENSMUSG00000079669","Gm17396","protein_coding"
"55460","ENSMUSG00000099722","Gm29154","protein_coding"
"55469","ENSMUSG00000120265","Gm26698","protein_coding"
"55475","ENSMUSG00000110605","Gm32856","protein_coding"
"55478","ENSMUSG00000115536","Gm32857","protein_coding"
"55497","ENSMUSG00000087110","Gm11264","protein_coding"
"55548","ENSMUSG00000111474","Gm32926","protein_coding"
"55631","ENSMUSG00000099564","Gm28729","protein_coding"
"55643","ENSMUSG00000113278","Gm33016","protein_coding"
"55652","ENSMUSG00000110652","Gm33023","protein_coding"
"55654","ENSMUSG00000107682","Gm33024","protein_coding"
"55666","ENSMUSG00000087413","Gm11266","protein_coding"
"556691","ENSMUSG00000112331","Gm33035","protein_coding"
"55677","ENSMUSG00000120987","Gm33044","protein_coding"
"55678","ENSMUSG00000109853","Gm33045","protein_coding"
"55688","ENSMUSG00000111035","Gm33054","protein_coding"
"55720","ENSMUSG00000087020","Gm16283","protein_coding"
"55733","ENSMUSG00000085952","Gm12315","protein_coding"
"55741","ENSMUSG00000110902","Gm33104","protein_coding"
"55746","ENSMUSG00000112569","Gm33111","protein_coding"
"55780","ENSMUSG00000085502","Gm12320","protein_coding"
"55790","ENSMUSG00000087526","Gm33155","protein_coding"
"55791","ENSMUSG00000086742","Gm16201","protein_coding"
"55798","ENSMUSG00000086214","Gm14062","protein_coding"
"55801","ENSMUSG00000092522","Gm20389","protein_coding"
"55851","ENSMUSG00000085975","Gm13572","protein_coding"
"55875","ENSMUSG00000087198","Tmem274","protein_coding"
"55899","ENSMUSG00000091844","Ccdc168","protein_coding"
"55900","ENSMUSG00000102590","Mannr","protein_coding"
"55960","ENSMUSG00000086914","Gm16124","protein_coding"
"559611","ENSMUSG00000120741","Gm33302","protein_coding"
"559781","ENSMUSG00000120046","Gm33318","protein_coding"
"55982","ENSMUSG00000085049","Parvaos","protein_coding"
"56045","ENSMUSG00000092569","Gm20544","protein_coding"
"56165","ENSMUSG00000114103","Gm8557","protein_coding"
"56222","ENSMUSG00000110353","Gm33543","protein_coding"
"56237","ENSMUSG00000100510","Hand2os1","protein_coding"
"56254","ENSMUSG00000120192","Gm33576","protein_coding"
"562851","ENSMUSG00000079694","Gm14862","protein_coding"
"56324","ENSMUSG00000086111","Gm15326","protein_coding"
"56359","ENSMUSG00000120458","Gm33667","protein_coding"
"56369","ENSMUSG00000112778","Gm33677","protein_coding"
"56545","ENSMUSG00000092103","Gm17039","protein_coding"
"56579","ENSMUSG00000109492","Gm33882","protein_coding"
"56590","ENSMUSG00000085632","Gm12381","protein_coding"
"56599","ENSMUSG00000099553","Gm29538","protein_coding"
"56606","ENSMUSG00000031085","Acte1","protein_coding"
"56624","ENSMUSG00000111473","LOC102637012","protein_coding"
"56631","ENSMUSG00000121193","Gm33934","protein_coding"
"56684","ENSMUSG00000108621","Gm33989","protein_coding"
"56728","ENSMUSG00000085251","Gm12326","protein_coding"
"56736","ENSMUSG00000116874","Gm34035","protein_coding"
"56792","ENSMUSG00000114477","Gm8795","protein_coding"
"56821","ENSMUSG00000108659","Gm34121","protein_coding"
"56867","ENSMUSG00000120269","Gm34162","protein_coding"
"56904","ENSMUSG00000058246","Krbox5","protein_coding"
"56924","ENSMUSG00000086437","Gm13021","protein_coding"
"56938","ENSMUSG00000108722","Gm34225","protein_coding"
"56948","ENSMUSG00000120776","Gm34235","protein_coding"
"56950","ENSMUSG00000104336","Gm34240","protein_coding"
"56965","ENSMUSG00000085336","Gm11732","protein_coding"
"56979","ENSMUSG00000120118","Gm34267","protein_coding"
"56983","ENSMUSG00000081212","Gm6964","protein_coding"
"57018","ENSMUSG00000103476","Strit1","protein_coding"
"57044","ENSMUSG00000087185","Gm13872","protein_coding"
"57056","ENSMUSG00000105907","Gm34333","protein_coding"
"57103","ENSMUSG00000084850","Gm12092","protein_coding"
"57109","ENSMUSG00000114474","Gm34388","protein_coding"
"57127","ENSMUSG00000113005","Gm34408","protein_coding"
"57147","ENSMUSG00000096993","Gm26787","protein_coding"
"57155","ENSMUSG00000097888","Gm26682","protein_coding"
"57159","ENSMUSG00000118238","Gm34432","protein_coding"
"57185","ENSMUSG00000090235","Gm16244","protein_coding"
"57199","ENSMUSG00000109773","Gm34474","protein_coding"
"57245","ENSMUSG00000104093","A330015K06Rik","protein_coding"
"57250","ENSMUSG00000092627","LOC102637806","protein_coding"
"57268","ENSMUSG00000085643","Gm12519","protein_coding"
"57294","ENSMUSG00000117254","Gm34567","protein_coding"
"57301","ENSMUSG00000112805","Gm34574","protein_coding"
"57317","ENSMUSG00000115816","Gm34589","protein_coding"
"57356","ENSMUSG00000085569","Gm12602","protein_coding"
"57373","ENSMUSG00000115855","Gm34643","protein_coding"
"57385","ENSMUSG00000107167","B3galt9","protein_coding"
"57387","ENSMUSG00000110863","Gm34655","protein_coding"
"57408","ENSMUSG00000086746","Gm15222","protein_coding"
"57413","ENSMUSG00000092196","Gm38505","protein_coding"
"57418","ENSMUSG00000078838","Gm17382","protein_coding"
"57441","ENSMUSG00000079808","LOC102638047","protein_coding"
"57462","ENSMUSG00000089743","Gm16226","protein_coding"
"57464","ENSMUSG00000090777","Ccdc188","protein_coding"
"57494","ENSMUSG00000119948","Gm34758","protein_coding"
"57517","ENSMUSG00000109454","Gm34783","protein_coding"
"57562","ENSMUSG00000109186","Gm34821","protein_coding"
"57566","ENSMUSG00000086424","Gm15569","protein_coding"
"57575","ENSMUSG00000121160","Gm34833","protein_coding"
"57580","ENSMUSG00000081583","Gm14769","protein_coding"
"57603","ENSMUSG00000093628","Gm20616","protein_coding"
"57608","ENSMUSG00000051054","1700014D04Rik","protein_coding"
"57618","ENSMUSG00000103613","Gm34882","protein_coding"
"57619","ENSMUSG00000111748","Gm34885","protein_coding"
"57620","ENSMUSG00000085057","Gm13415","protein_coding"
"57628","ENSMUSG00000091864","Gm17102","protein_coding"
"57640","ENSMUSG00000120501","Gm34911","protein_coding"
"57724","ENSMUSG00000089671","Gm16537","protein_coding"
"57734","ENSMUSG00000044424","Gm9493","protein_coding"
"57741","ENSMUSG00000115326","Gm35019","protein_coding"
"577421","ENSMUSG00000087172","Gm12153","protein_coding"
"57744","ENSMUSG00000109714","Gm35021","protein_coding"
"57773","ENSMUSG00000090174","Gm10612","protein_coding"
"57777","ENSMUSG00000097286","Gm26684","protein_coding"
"57783","ENSMUSG00000109238","Tex51","protein_coding"
"57859","ENSMUSG00000120805","Gm35137","protein_coding"
"57869","ENSMUSG00000082561","Gm15580","protein_coding"
"57873","ENSMUSG00000120584","Gm26641","protein_coding"
"57886","ENSMUSG00000121158","Gm35162","protein_coding"
"578881","ENSMUSG00000114818","Gm35164","protein_coding"
"57890","ENSMUSG00000115145","Gm35166","protein_coding"
"57901","ENSMUSG00000110922","Gm35177","protein_coding"
"57940","ENSMUSG00000112304","Gm35206","protein_coding"
"58008","ENSMUSG00000114203","Gm35279","protein_coding"
"58015","ENSMUSG00000120226","Gm35287","protein_coding"
"58046","ENSMUSG00000109771","Gm35315","protein_coding"
"58052","ENSMUSG00000090088","Gm15934","protein_coding"
"58073","ENSMUSG00000109179","Wdr97","protein_coding"
"580741","ENSMUSG00000120485","Gm35340","protein_coding"
"58117","ENSMUSG00000113585","Gm19605","protein_coding"
"58132","ENSMUSG00000105686","Gm35394","protein_coding"
"58143","ENSMUSG00000112871","Gm35404","protein_coding"
"58157","ENSMUSG00000120580","Gm35417","protein_coding"
"58160","ENSMUSG00000120140","Gm19765","protein_coding"
"58184","ENSMUSG00000085923","Gm12781","protein_coding"
"582091","ENSMUSG00000086798","Gm16222","protein_coding"
"58234","ENSMUSG00000086679","Gm15551","protein_coding"
"58266","ENSMUSG00000094091","Ankrd40cl","protein_coding"
"58275","ENSMUSG00000118651","Gm17315","protein_coding"
"58281","ENSMUSG00000112831","Gm35533","protein_coding"
"58297","ENSMUSG00000119954","Gm35546","protein_coding"
"58300","ENSMUSG00000107504","Gm35549","protein_coding"
"583081","ENSMUSG00000097683","Gm26644","protein_coding"
"58315","ENSMUSG00000085203","Gm12927","protein_coding"
"58343","ENSMUSG00000120477","Gm35588","protein_coding"
"58365","ENSMUSG00000119984","Gm35612","protein_coding"
"58458","ENSMUSG00000104945","Gm35715","protein_coding"
"58471","ENSMUSG00000097917","Gm26839","protein_coding"
"58485","ENSMUSG00000120473","Gm35742","protein_coding"
"58572","ENSMUSG00000037849","Ifi206","protein_coding"
"58576","ENSMUSG00000086103","Gm11832","protein_coding"
"58589","ENSMUSG00000097754","Ptgs2os2","protein_coding"
"58594","ENSMUSG00000116114","Gm35853","protein_coding"
"58603","ENSMUSG00000084819","Gm11967","protein_coding"
"58611","ENSMUSG00000074527","Gm14296","protein_coding"
"58647","ENSMUSG00000105078","Vamp9","protein_coding"
"58720","ENSMUSG00000105837","Gm35986","protein_coding"
"58727","ENSMUSG00000120000","Gm35992","protein_coding"
"58749","ENSMUSG00000109003","Gm36011","protein_coding"
"58750","ENSMUSG00000120834","Gm36012","protein_coding"
"58764","ENSMUSG00000108763","Btnl12","protein_coding"
"58768","ENSMUSG00000111058","Gm36033","protein_coding"
"58778","ENSMUSG00000112774","Gm36041","protein_coding"
"58820","ENSMUSG00000114563","1700016K05Rik","protein_coding"
"58825","ENSMUSG00000091558","Gm17227","protein_coding"
"58874","ENSMUSG00000115787","Gm36146","protein_coding"
"58892","ENSMUSG00000114608","Gm36161","protein_coding"
"58920","ENSMUSG00000120953","Gm36185","protein_coding"
"58935","ENSMUSG00000117427","Gm36199","protein_coding"
"58937","ENSMUSG00000117029","Gm36201","protein_coding"
"58948","ENSMUSG00000110221","Gm36210","protein_coding"
"58978","ENSMUSG00000112132","Gm36229","protein_coding"
"58997","ENSMUSG00000110996","Gm36251","protein_coding"
"59008","ENSMUSG00000086034","Gm15201","protein_coding"
"59023","ENSMUSG00000111769","Gm36278","protein_coding"
"59030","ENSMUSG00000112532","Gm36283","protein_coding"
"59065","ENSMUSG00000086604","Gm15510","protein_coding"
"59109","ENSMUSG00000120277","Gm2885","protein_coding"
"59131","ENSMUSG00000116535","Gm5962","protein_coding"
"59177","ENSMUSG00000097431","Gm26782","protein_coding"
"59181","ENSMUSG00000087630","Gm11513","protein_coding"
"59185","ENSMUSG00000111074","Gm36435","protein_coding"
"59188","ENSMUSG00000091184","Gm17059","protein_coding"
"59199","ENSMUSG00000087691","Cd55os","protein_coding"
"59214","ENSMUSG00000120193","Gm36457","protein_coding"
"59263","ENSMUSG00000085207","Gm11767","protein_coding"
"59337","ENSMUSG00000107768","Gm36582","protein_coding"
"59349","ENSMUSG00000112833","Gm36595","protein_coding"
"59351","ENSMUSG00000085218","BB218582","protein_coding"
"59365","ENSMUSG00000118249","Gm36608","protein_coding"
"59380","ENSMUSG00000109903","Cdhr17","protein_coding"
"59383","ENSMUSG00000101537","Gm29571","protein_coding"
"59422","ENSMUSG00000109696","Gm36670","protein_coding"
"59438","ENSMUSG00000116802","Gm5165","protein_coding"
"59459","ENSMUSG00000082769","Gm15793","protein_coding"
"59484","ENSMUSG00000116097","Gm36738","protein_coding"
"59489","ENSMUSG00000087082","Gm15423","protein_coding"
"59491","ENSMUSG00000087364","Gm13398","protein_coding"
"59503","ENSMUSG00000113634","Gm36756","protein_coding"
"59509","ENSMUSG00000100594","2810414N06Rik","protein_coding"
"59539","ENSMUSG00000085143","Gm11520","protein_coding"
"59542","ENSMUSG00000106255","Gm36793","protein_coding"
"59552","ENSMUSG00000085025","Gm13715","protein_coding"
"59606","ENSMUSG00000100782","Gm28231","protein_coding"
"59608","ENSMUSG00000087241","Gm11844","protein_coding"
"59617","ENSMUSG00000108622","Gm36864","protein_coding"
"59621","ENSMUSG00000109713","Pvrig","protein_coding"
"59627","ENSMUSG00000120650","Gm36874","protein_coding"
"59648","ENSMUSG00000085234","Gm15614","protein_coding"
"59666","ENSMUSG00000112630","Gm36908","protein_coding"
"59699","ENSMUSG00000100546","Gm29483","protein_coding"
"59711","ENSMUSG00000098720","Gm27239","protein_coding"
"59715","ENSMUSG00000087162","Gm14244","protein_coding"
"59717","ENSMUSG00000080972","Gm16061","protein_coding"
"59726","ENSMUSG00000112188","Gm47708","protein_coding"
"59738","ENSMUSG00000103270","Gm37915","protein_coding"
"59739","ENSMUSG00000089679","Gm16299","protein_coding"
"59749","ENSMUSG00000113621","2900060N12Rik","protein_coding"
"59771","ENSMUSG00000086993","Rsf1os2","protein_coding"
"59801","ENSMUSG00000086648","Gm15511","protein_coding"
"59863","ENSMUSG00000114245","Percc1","protein_coding"
"59878","ENSMUSG00000096370","Gm21992","protein_coding"
"59919","ENSMUSG00000096878","Gm21083","protein_coding"
"59924","ENSMUSG00000121384","2810047C21Rik1","protein_coding"
"59925","ENSMUSG00000097124","Gm38684","protein_coding"
"60000","ENSMUSG00000107388","Gm42788","protein_coding"
"60069","ENSMUSG00000056445","Hoxaas2","protein_coding"
"60070","ENSMUSG00000087658","Hotairm1","protein_coding"
"60193","ENSMUSG00000086863","Gm15543","protein_coding"
"60359","ENSMUSG00000109093","Gm39079","protein_coding"
"60372","ENSMUSG00000108801","Gm39090","protein_coding"
"60464","ENSMUSG00000110464","1700061N14Rik","protein_coding"
"605091","ENSMUSG00000119989","Gm39213","protein_coding"
"606031","ENSMUSG00000111172","Gm39302","protein_coding"
"60608","ENSMUSG00000111205","Gm39307","protein_coding"
"60619","ENSMUSG00000111056","Gm39317","protein_coding"
"60624","ENSMUSG00000111167","Gm39321","protein_coding"
"60690","ENSMUSG00000098747","Gm27216","protein_coding"
"60691","ENSMUSG00000110950","Gm39384","protein_coding"
"60774","ENSMUSG00000111528","Gm39460","protein_coding"
"60782","ENSMUSG00000121049","Gm39468","protein_coding"
"60786","ENSMUSG00000078180","Gm20900","protein_coding"
"60902","ENSMUSG00000109737","Spem3","protein_coding"
"61006","ENSMUSG00000085019","Pard3bos2","protein_coding"
"61051","ENSMUSG00000104111","Gm37294","protein_coding"
"61070","ENSMUSG00000104413","Gm37065","protein_coding"
"61094","ENSMUSG00000121042","Gm33887","protein_coding"
"61109","ENSMUSG00000089947","Gm15509","protein_coding"
"61139","ENSMUSG00000086358","Gm13270","protein_coding"
"61157","ENSMUSG00000085929","Gm13421","protein_coding"
"61177","ENSMUSG00000121186","Gm39792","protein_coding"
"61213","ENSMUSG00000110618","Gm39822","protein_coding"
"61256","ENSMUSG00000081406","Rps6-ps4","protein_coding"
"61410","ENSMUSG00000085322","Gm14261","protein_coding"
