"","ensembl_transcript_id","external_gene_name","gene_biotype"
"1248","ENSMUST00000188485","Gm29650","lncRNA"
"2186","ENSMUST00000191581","Gm28588","lncRNA"
"3319","ENSMUST00000128240","Gm15345","lncRNA"
"3327","ENSMUST00000116976","Mir1192","miRNA"
"3340","ENSMUST00000130296","Gm16090","lncRNA"
"3371","ENSMUST00000235597","Gm50445","lncRNA"
"3505","ENSMUST00000199618","Mir3084-1","miRNA"
"3519","ENSMUST00000220789","Gm47898","lncRNA"
"3534","ENSMUST00000184278","Mir6360","miRNA"
"3612","ENSMUST00020182438","Gm54439","miRNA"
"3647","ENSMUST00020183286","Gm54396","miRNA"
"3744","ENSMUST00000223994","Gm3227","lncRNA"
"3745","ENSMUST00000184042","Mir6387","miRNA"
"3773","ENSMUST00000083492","Mir134","miRNA"
"3782","ENSMUST00000083504","Mir377","miRNA"
"3813","ENSMUST00000231668","Gm46559","lncRNA"
"3848","ENSMUST00020182316","Gm54384","miRNA"
"3974","ENSMUST00000221790","Gm48709","lncRNA"
"3975","ENSMUST00000163802","Gm17139","lncRNA"
"4108","ENSMUST00000224038","Gm47061","lncRNA"
"4109","ENSMUST00000181176","Gm26688","lncRNA"
"4167","ENSMUST00000169981","Gm17111","lncRNA"
"4357","ENSMUST00000144291","Gm15868","lncRNA"
"4374","ENSMUST00000238186","Gm10549","lncRNA"
"4385","ENSMUST00000232254","Gm36363","lncRNA"
"4425","ENSMUST00000225398","Gm48824","lncRNA"
"4471","ENSMUST00000221433","Gm47118","lncRNA"
"4480","ENSMUST00020183511","Gm54450","miRNA"
"4501","ENSMUST00020182375","Gm54453","miRNA"
"4573","ENSMUST00020181827","Gm54422","miRNA"
"4574","ENSMUST00000123318","Gm15965","lncRNA"
"4664","ENSMUST00000177048","4931403E22Rik","lncRNA"
"4681","ENSMUST00020181855","Gm54370","miRNA"
"4740","ENSMUST00020182475","Gm54464","miRNA"
"4748","ENSMUST00020182459","Gm54471","miRNA"
"4898","ENSMUST00000147504","Gm9968","lncRNA"
"4899","ENSMUST00000155900","Gm15713","lncRNA"
"4900","ENSMUST00000102417","Mir568","miRNA"
"4935","ENSMUST00000160241","Gm15810","lncRNA"
"4940","ENSMUST00000159361","Gm15809","lncRNA"
"5034","ENSMUST00000230791","Gm49503","lncRNA"
"5151","ENSMUST00000228364","Gm2582","lncRNA"
"5329","ENSMUST00000184173","Mir6938","miRNA"
"5339","ENSMUST00000228623","Gm49150","lncRNA"
"5340","ENSMUST00000176703","9330154K18Rik","lncRNA"
"5428","ENSMUST00000083626","Mir148b","miRNA"
"5429","ENSMUST00000231068","Gm49482","lncRNA"
"5477","ENSMUST00000228200","Gm49189","lncRNA"
"5583","ENSMUST00000220527","Gm36752","lncRNA"
"5594","ENSMUST00000240343","Mir3470b","miRNA"
"5604","ENSMUST00000183535","Mir6963","miRNA"
"5706","ENSMUST00000223763","D130062J10Rik","lncRNA"
"5709","ENSMUST00000225263","Gm47551","lncRNA"
"5731","ENSMUST00000220896","Gm5784","lncRNA"
"5735","ENSMUST00000231385","Gm49769","lncRNA"
"5798","ENSMUST00000221152","Gm36635","lncRNA"
"5831","ENSMUST00000159897","Gm15995","lncRNA"
"5832","ENSMUST00000161925","Gm15996","lncRNA"
"5852","ENSMUST00020182921","Gm54517","miRNA"
"5857","ENSMUST00020182756","Gm54518","miRNA"
"5885","ENSMUST00000184710","Mir3620","miRNA"
"5960","ENSMUST00000229446","Gm49521","lncRNA"
"6048","ENSMUST00000172891","Gm20407","lncRNA"
"6051","ENSMUST00000180491","6430562O15Rik","lncRNA"
"6052","ENSMUST00000180808","6430562O15Rik","lncRNA"
"6129","ENSMUST00000228568","Gm49004","lncRNA"
"6135","ENSMUST00020182863","Gm54393","miRNA"
"6223","ENSMUST00000189953","Gm29168","lncRNA"
"6224","ENSMUST00000176631","Mir5623","miRNA"
"6229","ENSMUST00000235250","Gm50287","lncRNA"
"6285","ENSMUST00000221404","Gm3772","lncRNA"
"6307","ENSMUST00000234698","Gm50012","lncRNA"
"6553","ENSMUST00000221315","Gm40932","lncRNA"
"6575","ENSMUST00000188535","Gm29261","lncRNA"
"6621","ENSMUST00020183403","Gm54398","miRNA"
"6636","ENSMUST00000122904","Gm15556","lncRNA"
"6675","ENSMUST00000175305","Mir3081","miRNA"
"6678","ENSMUST00000218344","BC042761","lncRNA"
"6708","ENSMUST00000158807","Mir1966","miRNA"
"6729","ENSMUST00000164379","Gm17203","lncRNA"
"6773","ENSMUST00000102315","Mir719","miRNA"
"6794","ENSMUST00000180738","Gm17529","lncRNA"
"6816","ENSMUST00000191393","BC001981","lncRNA"
"6894","ENSMUST00000228461","Gm49272","lncRNA"
"6956","ENSMUST00000197054","Gm42949","lncRNA"
"6957","ENSMUST00000159031","0610012D04Rik","lncRNA"
"7010","ENSMUST00020182333","Gm54602","miRNA"
"7105","ENSMUST00000226216","4930544F09Rik","lncRNA"
"7106","ENSMUST00000198203","Mir3084-2","miRNA"
"7192","ENSMUST00000158636","Mir669n","miRNA"
"7197","ENSMUST00000221126","Gm47460","lncRNA"
"7198","ENSMUST00000072437","Gm10113","lncRNA"
"7512","ENSMUST00000181404","Gm26544","lncRNA"
"7592","ENSMUST00000210161","Gm45406","lncRNA"
"7593","ENSMUST00000209302","4933421D24Rik","lncRNA"
"7606","ENSMUST00000210418","Gm45285","lncRNA"
"7607","ENSMUST00020183023","Gm54449","miRNA"
"7654","ENSMUST00000196669","Gm29151","lncRNA"
"7823","ENSMUST00000165350","Gm17066","lncRNA"
"7825","ENSMUST00000180730","9930014A18Rik","lncRNA"
"7828","ENSMUST00000181910","9930014A18Rik","lncRNA"
"7876","ENSMUST00000228929","4930402D18Rik","lncRNA"
"7879","ENSMUST00000229538","D030024E09Rik","lncRNA"
"7880","ENSMUST00000230725","D030024E09Rik","lncRNA"
"7968","ENSMUST00000130251","Gm7598","lncRNA"
"7995","ENSMUST00000226755","Gm48972","lncRNA"
"8087","ENSMUST00000235377","Gm50210","lncRNA"
"8155","ENSMUST00000237218","Gm50368","lncRNA"
"8156","ENSMUST00000083468","Mir122","miRNA"
"8183","ENSMUST00000233471","Gm49896","lncRNA"
"8228","ENSMUST00000235286","F730048M01Rik","lncRNA"
"8244","ENSMUST00000236871","Gm50221","lncRNA"
"8247","ENSMUST00000083469","Mir18","miRNA"
"8249","ENSMUST00000083482","Mir19a","miRNA"
"8252","ENSMUST00000102108","Mir92-1","miRNA"
"8263","ENSMUST00000228934","Gm49163","lncRNA"
"8280","ENSMUST00000147774","Gm16275","lncRNA"
"8296","ENSMUST00020183642","Gm54597","miRNA"
"8372","ENSMUST00000215772","C230099D08Rik","lncRNA"
"8373","ENSMUST00000175240","Mir5125","miRNA"
"8383","ENSMUST00000216477","Gm34184","lncRNA"
"8409","ENSMUST00000196327","Gm43774","lncRNA"
"8424","ENSMUST00000198380","Gm43768","lncRNA"
"8495","ENSMUST00000176344","Gm20713","lncRNA"
"8538","ENSMUST00000236474","Gm41760","lncRNA"
"8690","ENSMUST00000161395","Gm15947","lncRNA"
"8713","ENSMUST00000144412","Gm14643","lncRNA"
"8859","ENSMUST00000138539","Gm15591","lncRNA"
"8900","ENSMUST00000217654","Gm48796","lncRNA"
"8914","ENSMUST00000180753","Gm2366","lncRNA"
"8922","ENSMUST00000097612","Gm10545","lncRNA"
"8923","ENSMUST00000159971","Gm16555","lncRNA"
"8924","ENSMUST00000159471","Gm16554","lncRNA"
"8946","ENSMUST00000161643","Gm16029","lncRNA"
"8949","ENSMUST00000211470","Gm45645","lncRNA"
"8951","ENSMUST00000228223","Gm49207","lncRNA"
"9025","ENSMUST00020183062","Gm54440","miRNA"
"9055","ENSMUST00000184011","Mir8098","miRNA"
"9056","ENSMUST00000183649","Mir6541","miRNA"
"9114","ENSMUST00000233275","Gm49901","lncRNA"
"9173","ENSMUST00000180668","Gm2670","lncRNA"
"9280","ENSMUST00020182244","Gm54499","miRNA"
"9368","ENSMUST00000083648","Mir194-2","miRNA"
"9370","ENSMUST00000083589","Mir192","miRNA"
"9395","ENSMUST00000183157","Gm50115","lncRNA"
"9401","ENSMUST00000237947","Gm50462","lncRNA"
"9495","ENSMUST00000225160","Gm48004","lncRNA"
"9504","ENSMUST00000223940","Gm48006","lncRNA"
"9516","ENSMUST00000225158","Gm41118","lncRNA"
"9559","ENSMUST00000215483","Gm48091","lncRNA"
"9694","ENSMUST00000083473","Mir135a-1","miRNA"
"9698","ENSMUST00000184488","Gm19541","lncRNA"
"9740","ENSMUST00000141168","Gm16156","lncRNA"
"9755","ENSMUST00000132097","Gm15520","lncRNA"
"9756","ENSMUST00000141752","Gm15521","lncRNA"
"9876","ENSMUST00000198991","Mir6947","miRNA"
"9886","ENSMUST00020182583","Gm54484","miRNA"
"9946","ENSMUST00000184391","Mir6391","miRNA"
"9988","ENSMUST00020183306","Gm54670","miRNA"
"10026","ENSMUST00020181901","Gm54616","miRNA"
"10027","ENSMUST00000095183","Gm10308","lncRNA"
"10045","ENSMUST00000211572","Gm30329","lncRNA"
"10112","ENSMUST00000236179","Gm50143","lncRNA"
"10167","ENSMUST00000176201","Gm20707","lncRNA"
"10172","ENSMUST00000237332","Gm50166","lncRNA"
"10204","ENSMUST00000210456","Gm45542","lncRNA"
"10374","ENSMUST00000209359","Gm50169","lncRNA"
"10394","ENSMUST00000184924","Mir6392","miRNA"
"10395","ENSMUST00000231124","Gm49513","lncRNA"
"10414","ENSMUST00000169175","Gm17116","lncRNA"
"10415","ENSMUST00000225122","9630015K15Rik","lncRNA"
"10451","ENSMUST00000183884","Mir7074","miRNA"
"10535","ENSMUST00000185105","Mir6984","miRNA"
"10551","ENSMUST00000203836","Gm44284","lncRNA"
"10608","ENSMUST00000226752","Gm49179","lncRNA"
"10707","ENSMUST00000199616","4933428P19Rik","lncRNA"
"10782","ENSMUST00000227218","Gm49768","lncRNA"
"10836","ENSMUST00000211147","Gm45435","lncRNA"
"10862","ENSMUST00000186289","Gm29155","lncRNA"
"10869","ENSMUST00000187764","Gm29156","lncRNA"
"10918","ENSMUST00000197317","Gm43140","lncRNA"
"10930","ENSMUST00000194886","Gm30414","lncRNA"
"10958","ENSMUST00000154919","9330162012Rik","lncRNA"
"11029","ENSMUST00000184658","Gm19569","lncRNA"
"11031","ENSMUST00000220747","Gm47701","lncRNA"
"11054","ENSMUST00000215539","Gm47795","lncRNA"
"11116","ENSMUST00000183371","Mir8119","miRNA"
"11277","ENSMUST00000234317","Gm50071","lncRNA"
"11282","ENSMUST00000190739","A230060F14Rik","lncRNA"
"11294","ENSMUST00000185808","Gm29123","lncRNA"
"11319","ENSMUST00000232747","Gm49915","lncRNA"
"11449","ENSMUST00000180989","Gm26626","lncRNA"
"11462","ENSMUST00000236198","Gm41764","lncRNA"
"11545","ENSMUST00000203181","Gm44170","lncRNA"
"11622","ENSMUST00000215560","Gm48159","lncRNA"
"11639","ENSMUST00000200412","4921511C10Rik","lncRNA"
"11655","ENSMUST00000103258","Mir802","miRNA"
"11718","ENSMUST00000132223","Gm15990","lncRNA"
"11780","ENSMUST00000184812","Mir6989","miRNA"
"11812","ENSMUST00000214795","4930517E14Rik","lncRNA"
"11893","ENSMUST00000220610","Gm40538","lncRNA"
"12112","ENSMUST00000219046","Gm47958","lncRNA"
"12148","ENSMUST00000161319","Gm3513","lncRNA"
"12149","ENSMUST00000224419","Gm48696","lncRNA"
"12163","ENSMUST00000223977","Gm48683","lncRNA"
"12187","ENSMUST00000184308","Mir7016","miRNA"
"12323","ENSMUST00000221643","Gm31508","lncRNA"
"12379","ENSMUST00000130256","B930095G15Rik","lncRNA"
"12405","ENSMUST00000199417","Gm42664","lncRNA"
"12431","ENSMUST00000211485","Gm45449","lncRNA"
"12517","ENSMUST00000237191","Kctd16","lncRNA"
"12567","ENSMUST00000227974","Gm49035","lncRNA"
"12607","ENSMUST00000083639","Mir350","miRNA"
"12628","ENSMUST00000214634","Gm20300","lncRNA"
"12698","ENSMUST00020183477","Gm54774","miRNA"
"12832","ENSMUST00000175478","Mir3113","miRNA"
"12841","ENSMUST00000184880","Mir6363","miRNA"
"12876","ENSMUST00000219032","Gm38403","lncRNA"
"12895","ENSMUST00000175529","Mir5134","miRNA"
"12905","ENSMUST00000165499","Gm17324","lncRNA"
"12957","ENSMUST00000198417","Gm42829","lncRNA"
"13065","ENSMUST00020182709","Gm54583","miRNA"
"13071","ENSMUST00000228762","Gm48984","lncRNA"
"13221","ENSMUST00020182355","Gm54717","miRNA"
"13436","ENSMUST00000203260","9430018G01Rik","lncRNA"
"13510","ENSMUST00000102184","Gm26377","miRNA"
"13545","ENSMUST00020182057","Gm54808","miRNA"
"13562","ENSMUST00000214586","Gm47430","lncRNA"
"13620","ENSMUST00020183515","Gm54587","miRNA"
"13621","ENSMUST00020183101","Gm54588","miRNA"
"13631","ENSMUST00000147542","Gm15612","lncRNA"
"13633","ENSMUST00000145510","Gm12802","lncRNA"
"13671","ENSMUST00000175480","Mir3105","miRNA"
"13676","ENSMUST00000125355","Gm14372","lncRNA"
"13788","ENSMUST00000145914","Gm15478","lncRNA"
"13875","ENSMUST00020183251","Gm54732","miRNA"
"13991","ENSMUST00000137598","Gm11614","lncRNA"
"14013","ENSMUST00000183616","Gm27240","lncRNA"
"14042","ENSMUST00000214587","Gm39377","lncRNA"
"14317","ENSMUST00000229871","Gm49548","lncRNA"
"14350","ENSMUST00000196359","Mir1839","miRNA"
"14396","ENSMUST00000236394","Gm50207","lncRNA"
"14506","ENSMUST00000173770","Gm20496","lncRNA"
"14507","ENSMUST00000172796","Gm20496","lncRNA"
"14573","ENSMUST00020182454","Gm54829","miRNA"
"14592","ENSMUST00000121995","Gm15821","lncRNA"
"14652","ENSMUST00000102079","Mir692-3","miRNA"
"14677","ENSMUST00000148542","Gm29247","lncRNA"
"14678","ENSMUST00000134195","Gm29247","lncRNA"
"14732","ENSMUST00000187716","Gm28610","lncRNA"
"14745","ENSMUST00000129470","Gm16135","lncRNA"
"14746","ENSMUST00000124326","Gm15561","lncRNA"
"14757","ENSMUST00000184136","Mir6368","miRNA"
"14820","ENSMUST00000175431","Mir3112","miRNA"
"14999","ENSMUST00000174002","Gm20405","lncRNA"
"15009","ENSMUST00000149940","Mir22hg","lncRNA"
"15053","ENSMUST00000145297","Gm14376","lncRNA"
"15067","ENSMUST00000083595","Mir22","miRNA"
"15090","ENSMUST00000184495","Mir6352","miRNA"
"15138","ENSMUST00000189147","Gm28386","lncRNA"
"15209","ENSMUST00000213319","Gm48094","lncRNA"
"15214","ENSMUST00000215166","Gm48093","lncRNA"
"15242","ENSMUST00000144277","Gm11365","lncRNA"
"15244","ENSMUST00000184637","Mir7058","miRNA"
"15313","ENSMUST00000159271","Gm15722","lncRNA"
"15318","ENSMUST00000236646","Gm50223","lncRNA"
"15348","ENSMUST00000200573","Mir9768","miRNA"
"15353","ENSMUST00000222575","Gm48161","lncRNA"
"15383","ENSMUST00000185962","Gm8739","lncRNA"
"15393","ENSMUST00000205476","Gm38569","lncRNA"
"15477","ENSMUST00000227861","Gm10389","lncRNA"
"15543","ENSMUST00000199794","Gm43079","lncRNA"
"15573","ENSMUST00020183252","Gm54953","miRNA"
"15626","ENSMUST00020182743","Gm54611","miRNA"
"15629","ENSMUST00000188113","Gm28410","lncRNA"
"15635","ENSMUST00000151719","C030005K06Rik","lncRNA"
"15647","ENSMUST00000238276","Gm9887","lncRNA"
"15711","ENSMUST00000218358","Gm48072","lncRNA"
"15752","ENSMUST00000149574","Gm14964","lncRNA"
"15891","ENSMUST00000066604","Kirrel3os","lncRNA"
"15944","ENSMUST00000229286","A930001M01Rik","lncRNA"
"15951","ENSMUST00000184519","Mir7009","miRNA"
"15982","ENSMUST00000184492","Gm27153","lncRNA"
"16000","ENSMUST00000228702","Gm30929","lncRNA"
"16030","ENSMUST00000172721","Gm3211","lncRNA"
"16038","ENSMUST00000183464","Mir7010","miRNA"
"16216","ENSMUST00000198918","Gm43301","lncRNA"
"16269","ENSMUST00000175989","Mir5621","miRNA"
"16305","ENSMUST00000139309","Gm15479","lncRNA"
"16308","ENSMUST00000191482","Gm28792","lncRNA"
"16368","ENSMUST00000200561","Gm42723","lncRNA"
"16397","ENSMUST00000225228","Gm47849","lncRNA"
"16470","ENSMUST00000122365","Gm28037","lncRNA"
"16490","ENSMUST00000214606","Gm39318","lncRNA"
"16524","ENSMUST00000157866","Mir1953","miRNA"
"16644","ENSMUST00000186732","4930521E06Rik","lncRNA"
"16729","ENSMUST00000181342","Gm26789","lncRNA"
"16754","ENSMUST00000198500","Gm43031","lncRNA"
"16785","ENSMUST00000221737","Gm35732","lncRNA"
"16786","ENSMUST00000176618","Gm20621","lncRNA"
"16795","ENSMUST00000186584","Gm28991","lncRNA"
"16870","ENSMUST00000238444","Gm50467","lncRNA"
"16872","ENSMUST00000196517","Gm42744","lncRNA"
"16897","ENSMUST00000239419","Gm54771","lncRNA"
"16899","ENSMUST00000193626","Gm37612","lncRNA"
"16911","ENSMUST00000102111","Mir681","miRNA"
"16964","ENSMUST00000238724","D930007J09Rik","lncRNA"
"17090","ENSMUST00000123784","Gm11629","lncRNA"
"17125","ENSMUST00000160967","Gm16567","lncRNA"
"17135","ENSMUST00000148217","Gm15156","lncRNA"
"17169","ENSMUST00020182224","Gm54789","miRNA"
"17171","ENSMUST00000102106","Mir704","miRNA"
"17196","ENSMUST00000217778","A830082N09Rik","lncRNA"
"17197","ENSMUST00000164429","A830082N09Rik","lncRNA"
"17275","ENSMUST00000181851","Gm26651","lncRNA"
"17379","ENSMUST00000128807","Gm16145","lncRNA"
"17387","ENSMUST00020183045","Gm54763","miRNA"
"17403","ENSMUST00000218530","Gm48045","lncRNA"
"17460","ENSMUST00000122643","Mir1898","miRNA"
"17520","ENSMUST00000184992","Mir8115","miRNA"
"17529","ENSMUST00000175359","Mir3971","miRNA"
"17530","ENSMUST00020182364","Gm54878","miRNA"
"17672","ENSMUST00000169146","Gm17168","lncRNA"
"17725","ENSMUST00000196665","Gm43112","lncRNA"
"17726","ENSMUST00000199713","Gm43113","lncRNA"
"17729","ENSMUST00000197445","Gm43111","lncRNA"
"17745","ENSMUST00000145489","Gm11632","lncRNA"
"17824","ENSMUST00000199289","Gm43623","lncRNA"
"17825","ENSMUST00000197090","Gm43577","lncRNA"
"17828","ENSMUST00000196372","Gm10484","lncRNA"
"17831","ENSMUST00000198021","Gm43727","lncRNA"
"17832","ENSMUST00000198817","Gm43728","lncRNA"
"17879","ENSMUST00000165458","Gm17477","lncRNA"
"17928","ENSMUST00000197715","Gm42620","lncRNA"
"17941","ENSMUST00000135116","Sorbs2os","lncRNA"
"17959","ENSMUST00000232713","Gm49888","lncRNA"
"18014","ENSMUST00020183188","Gm55040","miRNA"
"18015","ENSMUST00000206564","Gm30146","lncRNA"
"18166","ENSMUST00000203645","Gm45738","lncRNA"
"18167","ENSMUST00020183001","Gm54714","miRNA"
"18338","ENSMUST00000207936","5930435M05Rik","lncRNA"
"18379","ENSMUST00000165885","Gm17023","lncRNA"
"18439","ENSMUST00000189296","Gm29536","lncRNA"
"18476","ENSMUST00000169163","Gm17140","lncRNA"
"18580","ENSMUST00020181961","Gm54557","miRNA"
"18589","ENSMUST00020182965","Gm54558","miRNA"
"18600","ENSMUST00000047876","Gm10710","lncRNA"
"18608","ENSMUST00000176972","AU023070","lncRNA"
"18671","ENSMUST00000156467","Gm15708","lncRNA"
"18763","ENSMUST00000163196","Gm17041","lncRNA"
"18790","ENSMUST00020181940","Gm54663","miRNA"
"18803","ENSMUST00000089534","Gm47854","lncRNA"
"18819","ENSMUST00000145263","Gm13066","lncRNA"
"18962","ENSMUST00000175415","Mir3076","miRNA"
"19010","ENSMUST00000220137","Gm48809","lncRNA"
"19125","ENSMUST00020183014","Gm54819","miRNA"
"19131","ENSMUST00000083505","Mir140","miRNA"
"19193","ENSMUST00000184156","Mir6244","miRNA"
"19268","ENSMUST00000185110","Mir7065","miRNA"
"19324","ENSMUST00000197294","Gm43400","lncRNA"
"19375","ENSMUST00000184489","Mir130c","miRNA"
"19397","ENSMUST00000175500","Mir3108","miRNA"
"19432","ENSMUST00020182889","Gm54568","miRNA"
"19537","ENSMUST00000176065","Mir5619","miRNA"
"19585","ENSMUST00000185888","Gm28791","lncRNA"
"19604","ENSMUST00000144719","Flicr","lncRNA"
"19689","ENSMUST00000184195","Mir7093","miRNA"
"19704","ENSMUST00000154720","Gm12971","lncRNA"
"19714","ENSMUST00000146887","Gm15731","lncRNA"
"19757","ENSMUST00000136187","Gm54621","lncRNA"
"19918","ENSMUST00000181227","Gm26716","lncRNA"
"19949","ENSMUST00000157429","Mir1968","miRNA"
"19984","ENSMUST00000170557","Gm17035","lncRNA"
"20062","ENSMUST00000204442","Gm44117","lncRNA"
"20090","ENSMUST00000205064","Gm44421","lncRNA"
"20100","ENSMUST00000203807","Gm45901","lncRNA"
"20125","ENSMUST00000102281","Mir682","miRNA"
"20153","ENSMUST00000176552","Gm20682","lncRNA"
"20187","ENSMUST00000235613","Gm50132","lncRNA"
"20190","ENSMUST00000170435","Sardhos","lncRNA"
"20226","ENSMUST00000134692","Gm15818","lncRNA"
"20229","ENSMUST00000150382","C030047K22Rik","lncRNA"
"20252","ENSMUST00000183735","Mir8092","miRNA"
"20303","ENSMUST00000134391","Recql5os1","lncRNA"
"20345","ENSMUST00000222965","Gm48302","lncRNA"
"20360","ENSMUST00020181755","Gm54893","miRNA"
"20411","ENSMUST00000132264","Sap30bpos","lncRNA"
"20460","ENSMUST00000226230","Gm49166","lncRNA"
"20472","ENSMUST00000228652","Gm49685","lncRNA"
"20540","ENSMUST00000190117","Gm28960","lncRNA"
"20598","ENSMUST00020182834","Gm54858","miRNA"
"20609","ENSMUST00000223298","Gm47207","lncRNA"
"20687","ENSMUST00000131044","Gm13185","lncRNA"
"20718","ENSMUST00020183564","Gm54932","miRNA"
"20719","ENSMUST00000175435","Mir5119","miRNA"
"20735","ENSMUST00000176721","Gm20644","lncRNA"
"20810","ENSMUST00000170636","Gm17133","lncRNA"
"20934","ENSMUST00000083542","Mir30b","miRNA"
"20975","ENSMUST00000197760","Mir7118","miRNA"
"20987","ENSMUST00000083503","Mir30d","miRNA"
"21131","ENSMUST00000184114","Mir1668","miRNA"
"21147","ENSMUST00000184207","Mir6958","miRNA"
"21151","ENSMUST00000230802","Gm19782","lncRNA"
"21253","ENSMUST00000103249","Mir763","miRNA"
"21275","ENSMUST00000186300","Gm28932","lncRNA"
"21327","ENSMUST00000181827","Gm26713","lncRNA"
"21338","ENSMUST00000181794","Gm26907","lncRNA"
"21369","ENSMUST00000183602","Mir8091","miRNA"
"21413","ENSMUST00000223270","A930023M06Rik","lncRNA"
"21466","ENSMUST00020183556","Gm54787","miRNA"
"21470","ENSMUST00000204662","Gm44123","lncRNA"
"21560","ENSMUST00020182310","Gm55275","miRNA"
"21574","ENSMUST00020181885","Gm54908","miRNA"
"21676","ENSMUST00000187867","Gm28989","lncRNA"
"21779","ENSMUST00000183485","Gm27221","lncRNA"
"21831","ENSMUST00000219668","Gm48435","lncRNA"
"21832","ENSMUST00000218746","Gm48435","lncRNA"
"21882","ENSMUST00000116804","Gm24195","miRNA"
"21886","ENSMUST00000183642","Gm27176","lncRNA"
"21932","ENSMUST00000189404","Gm28151","lncRNA"
"21936","ENSMUST00000190006","Gm28826","lncRNA"
"21973","ENSMUST00000195806","Gm38139","lncRNA"
"22038","ENSMUST00000210253","Gm5608","lncRNA"
"22073","ENSMUST00000220023","Gm48591","lncRNA"
"22160","ENSMUST00000221366","Gm47076","lncRNA"
"22219","ENSMUST00000184098","Mir7212","miRNA"
"22256","ENSMUST00000238664","Gm50475","lncRNA"
"22331","ENSMUST00020181938","Gm54924","miRNA"
"22401","ENSMUST00000184426","Mir7117","miRNA"
"22448","ENSMUST00000184438","Mir6950","miRNA"
"22589","ENSMUST00000154452","Gm12352","lncRNA"
"22606","ENSMUST00000235804","Gm50215","lncRNA"
"22649","ENSMUST00000223962","Gm47471","lncRNA"
"22656","ENSMUST00000176783","Mir5709","miRNA"
"22717","ENSMUST00000191363","Gm28988","lncRNA"
"22747","ENSMUST00000150195","C230066G23Rik","lncRNA"
"22771","ENSMUST00000187154","Gm29529","lncRNA"
"22815","ENSMUST00000135958","Lrrc8dos","lncRNA"
"22858","ENSMUST00000189560","Gm28319","lncRNA"
"22859","ENSMUST00000187777","Gm28320","lncRNA"
"22863","ENSMUST00000221927","Gm47127","lncRNA"
"22874","ENSMUST00000141697","Gm14582","lncRNA"
"22960","ENSMUST00000150544","Gm14573","lncRNA"
"23025","ENSMUST00000218285","Gm48877","lncRNA"
"23038","ENSMUST00000219429","Sros1","lncRNA"
"23047","ENSMUST00000211143","Gm45607","lncRNA"
"23070","ENSMUST00000221602","Gm48383","lncRNA"
"23075","ENSMUST00000214393","Gm36120","lncRNA"
"23132","ENSMUST00000232839","Gm49944","lncRNA"
"23165","ENSMUST00000184246","Mir6357","miRNA"
"23198","ENSMUST00000183852","Mir7039","miRNA"
"23205","ENSMUST00020183059","Gm54668","miRNA"
"23213","ENSMUST00000185165","Mir8104","miRNA"
"23218","ENSMUST00000184827","Mir6959","miRNA"
"23243","ENSMUST00000155877","Atxn7l1os1","lncRNA"
"23255","ENSMUST00000149128","Gm28039","lncRNA"
"23311","ENSMUST00000135873","Gm16075","lncRNA"
"23317","ENSMUST00020182066","Gm54919","miRNA"
"23318","ENSMUST00000176020","Gm3896","lncRNA"
"23337","ENSMUST00000184825","Mir7059","miRNA"
"23432","ENSMUST00020183601","Gm55021","miRNA"
"23458","ENSMUST00000210205","Gm31323","lncRNA"
"23499","ENSMUST00000211613","Gm45479","lncRNA"
"23529","ENSMUST00000172588","Gm20536","lncRNA"
"23638","ENSMUST00000205203","Gm44226","lncRNA"
"23639","ENSMUST00000204490","4833403J16Rik","lncRNA"
"23678","ENSMUST00000218673","Gm47591","lncRNA"
"23704","ENSMUST00000145871","F730035M05Rik","lncRNA"
"23706","ENSMUST00000168686","Gm17207","lncRNA"
"23733","ENSMUST00000220671","Gm49602","lncRNA"
"23750","ENSMUST00000154246","2810430I11Rik","lncRNA"
"23933","ENSMUST00000231734","Gm49701","lncRNA"
"23982","ENSMUST00000138710","Gm43439","lncRNA"
"24037","ENSMUST00000235839","Gm50322","lncRNA"
"24068","ENSMUST00020182265","Gm54695","miRNA"
"24182","ENSMUST00000122854","Gm12356","lncRNA"
"24259","ENSMUST00000214389","Gm48081","lncRNA"
"24261","ENSMUST00000213982","Gm47633","lncRNA"
"24367","ENSMUST00000225711","Gm48439","lncRNA"
"24377","ENSMUST00000176884","Mir5710","miRNA"
"24717","ENSMUST00000144350","Gm15577","lncRNA"
"24757","ENSMUST00000126187","Gm11751","lncRNA"
"24777","ENSMUST00000211481","AA386476","lncRNA"
"24806","ENSMUST00000236092","2900057B20Rik","lncRNA"
"24807","ENSMUST00000167578","Gm17141","lncRNA"
"24809","ENSMUST00000238024","BC026513","lncRNA"
"24942","ENSMUST00000235410","Gm34517","lncRNA"
"24991","ENSMUST00000196893","Gm20755","lncRNA"
"25040","ENSMUST00000212236","Gm45824","lncRNA"
"25044","ENSMUST00000211965","Gm45864","lncRNA"
"25088","ENSMUST00000232963","Gm36487","lncRNA"
"25092","ENSMUST00000175046","Mir5116","miRNA"
"25135","ENSMUST00000190720","Gm29282","lncRNA"
"25233","ENSMUST00000222173","Gm48747","lncRNA"
"25247","ENSMUST00000191718","Gm38348","lncRNA"
"25285","ENSMUST00000222338","Gm40437","lncRNA"
"25329","ENSMUST00000132211","Gm13187","lncRNA"
"25337","ENSMUST00000194090","Gm36988","lncRNA"
"25430","ENSMUST00000206281","Gm45081","lncRNA"
"25465","ENSMUST00020182160","Gm55025","miRNA"
